order_id,customer_id,order_date,product_category,total_price
228,905,2023-12-05,Home Goods,49.93
229,324,2022-08-07,Electronics,325.08
230,35,2022-07-04,Home Goods,237.91
231,977,2022-03-10,Apparel,485.78
232,482,2022-05-10,Apparel,342.48
233,728,2023-07-21,Books,14.94
234,480,2023-09-01,Books,245.7
235,65,2023-08-22,Home Goods,213.08
236,8,2023-09-23,Books,62.29
237,301,2023-12-21,Books,462.37
238,343,2022-11-30,Books,404.46
239,431,2022-06-03,Books,122.74
240,424,2023-07-01,Apparel,135.43
241,332,2022-03-20,Books,25.69
242,438,2023-08-02,Apparel,155.39
243,588,2023-02-17,Apparel,296.46
244,174,2023-06-30,Electronics,216.21
245,559,2023-09-01,Apparel,484.94
246,527,2022-06-18,Apparel,37.48
247,873,2023-11-12,Books,299.8
248,659,2023-10-25,Apparel,430.57
249,26,2023-08-06,Home Goods,245.56
250,820,2023-05-30,Books,11.45
251,605,2022-11-10,Books,128.97
252,406,2022-02-01,Books,168.65
253,232,2022-10-14,Electronics,483.34
254,533,2023-08-17,Books,456.77
255,819,2022-02-12,Apparel,475.09
256,550,2023-09-09,Home Goods,414.62
257,788,2022-01-01,Books,182.31
258,505,2023-07-27,Books,453.88
259,669,2022-09-27,Home Goods,491.03
260,179,2022-06-29,Books,181.53
261,132,2023-06-02,Electronics,137.67
262,823,2022-04-13,Apparel,277.99
263,455,2022-01-10,Home Goods,101.7
264,348,2023-08-06,Home Goods,25.99
265,540,2022-03-31,Electronics,473.46
266,772,2022-08-14,Apparel,463.61
267,406,2023-11-01,Electronics,89.7
268,76,2022-05-06,Apparel,209.79
269,941,2022-07-28,Electronics,417.21
270,579,2022-04-07,Books,333.89
271,854,2022-03-15,Electronics,203.45
272,492,2023-09-19,Home Goods,374.64
273,194,2022-07-10,Home Goods,449.55
274,984,2023-11-13,Home Goods,463.82
275,162,2023-12-17,Electronics,195.64
276,347,2022-02-25,Home Goods,95.04
277,951,2023-12-21,Home Goods,457.29
278,361,2023-07-07,Books,55.35
279,769,2022-02-01,Books,363.63
280,584,2023-06-11,Apparel,78.84
281,87,2023-07-28,Apparel,200.8
282,934,2023-10-29,Apparel,211.66
283,262,2022-10-11,Electronics,87.79
284,214,2023-12-22,Apparel,462.11
285,665,2023-05-09,Electronics,11.31
286,722,2022-07-06,Electronics,447.97
287,913,2023-05-13,Apparel,443.08
288,573,2023-03-18,Apparel,165.31
289,780,2022-05-10,Electronics,355.1
290,262,2023-10-01,Books,133.88
291,730,2022-10-19,Home Goods,381.8
292,283,2022-04-24,Home Goods,284.95
293,648,2022-07-18,Home Goods,157.11
294,467,2022-01-13,Books,206.12
295,380,2022-09-28,Electronics,348.05
296,362,2023-08-24,Apparel,453.99
297,449,2022-08-03,Electronics,74.06
298,441,2023-03-20,Electronics,289.97
299,93,2023-05-27,Apparel,134.33
300,621,2023-03-23,Books,402.67
301,753,2023-12-16,Home Goods,44.42
302,867,2022-03-15,Home Goods,347.59
303,424,2023-06-21,Electronics,95.72
304,142,2022-04-11,Books,302.23
305,291,2022-06-25,Home Goods,419.49
306,432,2023-03-03,Books,379.99
307,749,2022-04-27,Apparel,378.94
308,852,2022-06-15,Electronics,263.74
309,824,2022-02-10,Electronics,446.47
310,689,2023-03-05,Books,298.17
311,653,2022-12-10,Home Goods,459.58
312,701,2023-02-28,Books,277.8
313,998,2023-01-01,Apparel,257.92
314,49,2022-04-30,Home Goods,118.95
315,302,2023-09-01,Home Goods,276.95
316,881,2023-10-19,Books,78.89
317,190,2023-12-29,Apparel,436.15
318,136,2022-08-17,Home Goods,341.19
319,555,2022-05-10,Electronics,496.88
320,404,2022-12-18,Apparel,55.13
321,892,2022-11-14,Home Goods,127.93
322,865,2023-10-11,Books,439.81
323,602,2022-12-03,Home Goods,203.67
324,807,2022-09-30,Electronics,238.49
325,341,2022-04-27,Apparel,431.72
326,757,2023-01-03,Home Goods,265.69
327,945,2022-04-04,Electronics,104.8
328,704,2022-06-17,Home Goods,447.09
329,318,2023-12-16,Home Goods,25.22
330,618,2022-12-07,Apparel,448.74
331,363,2023-10-23,Books,34.75
332,822,2023-11-26,Books,336.27
333,382,2022-06-01,Electronics,45.12
334,233,2023-08-09,Electronics,356.04
335,777,2022-10-01,Electronics,26.65
336,344,2023-07-08,Apparel,422.8
337,549,2023-05-11,Books,238.31
338,817,2023-12-25,Electronics,55.79
339,553,2022-04-11,Electronics,356.34
340,529,2023-07-11,Home Goods,249.75
341,856,2022-03-23,Home Goods,103.56
342,789,2023-06-13,Electronics,17.68
343,819,2022-03-14,Home Goods,214.82
344,571,2022-01-14,Home Goods,51.96
345,935,2023-03-09,Home Goods,56.14
346,183,2022-06-06,Apparel,140.99
347,41,2022-05-12,Electronics,318.92
348,551,2022-12-04,Electronics,269.66
349,397,2023-02-08,Home Goods,43.8
350,704,2023-01-11,Apparel,484.53
351,779,2023-07-13,Home Goods,444.71
352,494,2022-04-17,Apparel,137.02
353,659,2023-09-12,Electronics,69.95
354,907,2022-09-22,Home Goods,471.78
355,333,2022-07-24,Electronics,235.96
356,127,2022-03-20,Apparel,162.47
357,558,2022-06-04,Books,250.28
358,557,2022-09-04,Apparel,388.64
359,1,2023-06-15,Books,92.51
360,168,2023-06-22,Electronics,386.07
361,620,2023-12-30,Electronics,377.23
362,19,2022-06-03,Home Goods,274.28
363,332,2022-06-03,Books,434.26
364,584,2023-11-17,Apparel,74.75
365,456,2022-04-02,Electronics,301.78
366,957,2023-03-09,Books,230.18
367,109,2022-12-04,Apparel,216.92
368,268,2023-04-25,Books,133.75
369,445,2023-11-24,Apparel,192.42
370,240,2022-05-11,Apparel,62.99
371,929,2023-03-26,Apparel,133.28
372,301,2022-09-30,Apparel,143.26
373,602,2023-08-11,Books,363.13
374,103,2022-06-26,Books,33.79
375,988,2023-11-27,Home Goods,329.08
376,250,2023-10-05,Books,118.49
377,453,2022-02-18,Books,50.11
378,520,2023-07-21,Home Goods,157.4
379,153,2023-10-28,Books,119.99
380,859,2022-12-21,Apparel,280.5
381,174,2023-12-13,Electronics,185.11
382,343,2022-11-04,Electronics,483.34
383,670,2023-09-22,Home Goods,482.14
384,431,2022-02-15,Books,227.42
385,727,2022-10-29,Books,399.59
386,689,2023-02-12,Home Goods,16.5
387,687,2022-07-08,Electronics,278.43
388,852,2022-05-09,Apparel,374.22
389,850,2023-07-15,Books,116.3
390,658,2023-06-21,Home Goods,39.97
391,962,2022-09-23,Apparel,86.4
392,324,2022-04-28,Home Goods,226.51
393,990,2023-04-09,Home Goods,258.12
394,673,2022-05-24,Home Goods,196.63
395,639,2023-03-18,Electronics,225.59
396,420,2022-07-19,Electronics,240.42
397,594,2022-06-06,Home Goods,387.02
398,485,2023-05-02,Books,61.57
399,659,2022-05-14,Apparel,386.79
400,751,2022-05-28,Books,347.43
401,412,2022-12-02,Electronics,373.41
402,936,2022-03-12,Apparel,369.89
403,84,2022-08-21,Home Goods,240.59
404,113,2022-11-30,Books,113.59
405,737,2023-10-28,Books,272.95
406,332,2022-03-31,Home Goods,479.41
407,378,2022-11-30,Books,298.38
408,755,2022-07-18,Electronics,15.41
409,655,2022-06-10,Home Goods,39.26
410,41,2023-06-22,Books,496.5
411,935,2022-05-01,Home Goods,45.25
412,770,2022-10-28,Apparel,32.56
413,959,2023-12-25,Home Goods,182.98
414,797,2023-07-29,Books,484.97
415,105,2023-03-12,Electronics,166.15
416,202,2022-03-09,Home Goods,210.84
417,450,2023-04-04,Home Goods,320.7
418,819,2023-05-29,Books,21.81
419,843,2023-02-02,Electronics,449.9
420,973,2023-09-12,Electronics,264.53
421,266,2022-10-13,Apparel,238.74
422,910,2023-07-15,Apparel,431.76
423,210,2022-05-20,Books,477.01
424,563,2023-12-31,Electronics,217.48
425,118,2023-07-10,Electronics,94.5
426,713,2023-08-13,Apparel,409.7
427,377,2023-12-29,Apparel,207.6
428,551,2023-09-02,Books,468.42
429,540,2022-10-09,Electronics,475.45
430,771,2023-10-23,Home Goods,66.27
431,84,2023-08-01,Apparel,478.71
432,454,2023-04-02,Books,190.45
433,667,2022-03-28,Electronics,326.66
434,629,2022-03-20,Electronics,27.03
435,514,2022-07-24,Apparel,445.55
436,605,2022-12-03,Books,324.38
437,678,2022-09-11,Home Goods,325.34
438,387,2022-10-31,Apparel,452.07
439,912,2023-01-15,Books,259.09
440,350,2022-05-10,Electronics,211.15
441,296,2023-08-19,Home Goods,434.4
442,258,2022-10-03,Books,373.79
443,81,2023-11-30,Home Goods,475.0
444,937,2023-07-12,Books,470.66
445,268,2022-07-02,Books,197.34
446,419,2022-09-25,Books,229.02
447,235,2022-11-18,Books,135.43
448,833,2023-05-27,Home Goods,333.72
449,311,2023-09-04,Apparel,188.63
450,813,2022-03-19,Home Goods,395.19
451,975,2022-12-05,Books,69.56
452,986,2023-11-05,Home Goods,67.04
453,357,2023-07-10,Home Goods,110.18
454,213,2023-05-24,Home Goods,51.3
455,574,2022-08-26,Books,313.82
456,49,2022-05-14,Home Goods,82.2
457,127,2022-07-11,Electronics,88.38
458,223,2022-12-22,Books,16.97
459,921,2022-10-05,Home Goods,393.22
460,279,2022-01-18,Electronics,408.03
461,408,2023-06-08,Home Goods,89.39
462,505,2022-06-29,Apparel,372.37
463,294,2022-05-03,Home Goods,222.44
464,796,2022-09-03,Home Goods,127.4
465,277,2023-01-08,Apparel,314.48
466,438,2022-02-20,Books,97.46
467,107,2022-03-12,Apparel,380.87
468,658,2023-04-25,Books,33.33
469,420,2023-07-14,Apparel,479.97
470,611,2022-01-19,Home Goods,45.22
471,429,2022-03-25,Home Goods,293.93
472,375,2022-06-04,Books,452.08
473,73,2023-07-19,Books,15.83
474,949,2023-09-11,Electronics,254.27
475,998,2022-12-23,Electronics,181.5
476,634,2023-10-09,Home Goods,294.36
477,30,2023-03-19,Home Goods,120.47
478,188,2022-03-10,Electronics,41.8
479,364,2023-06-07,Electronics,316.71
480,866,2022-05-23,Books,214.26
481,800,2022-07-11,Apparel,315.02
482,451,2023-01-22,Books,113.16
483,195,2023-01-13,Electronics,175.98
484,156,2023-08-04,Home Goods,285.22
485,172,2023-06-19,Electronics,300.63
486,847,2023-11-24,Home Goods,192.43
487,41,2022-10-20,Home Goods,147.23
488,63,2022-01-09,Home Goods,144.11
489,23,2022-09-28,Home Goods,95.6
490,360,2023-01-22,Apparel,169.45
491,75,2022-04-03,Electronics,107.73
492,560,2023-06-13,Books,320.57
493,672,2022-06-03,Home Goods,288.84
494,825,2023-02-09,Home Goods,197.47
495,118,2022-05-29,Books,169.66
496,612,2022-09-24,Books,126.43
497,380,2023-02-26,Home Goods,272.37
498,929,2023-09-10,Books,460.26
499,920,2023-04-17,Books,345.99
500,679,2023-07-01,Apparel,374.76
501,290,2023-09-23,Books,418.85
502,440,2023-06-10,Electronics,182.3
503,668,2023-05-18,Electronics,40.81
504,933,2022-01-14,Electronics,315.05
505,7,2023-10-14,Home Goods,102.45
506,196,2022-12-30,Electronics,288.83
507,421,2022-04-29,Apparel,372.36
508,568,2022-08-26,Electronics,393.98
509,833,2023-06-30,Home Goods,157.9
510,193,2022-06-18,Apparel,261.09
511,559,2023-06-06,Electronics,314.27
512,148,2023-09-26,Apparel,411.55
513,787,2023-10-19,Apparel,383.08
514,669,2023-05-31,Home Goods,494.11
515,202,2023-02-01,Home Goods,13.96
516,444,2022-04-16,Apparel,224.37
517,914,2022-03-26,Electronics,135.46
518,988,2022-08-02,Home Goods,68.75
519,419,2022-05-01,Apparel,456.64
520,427,2022-05-12,Books,499.0
521,479,2022-07-16,Books,98.49
522,475,2022-01-19,Home Goods,28.83
523,126,2023-10-04,Electronics,144.78
524,395,2022-01-12,Books,419.08
525,817,2022-03-22,Books,154.01
526,881,2022-11-26,Books,37.88
527,806,2023-01-27,Electronics,35.72
528,576,2023-09-29,Electronics,219.44
529,325,2022-11-03,Home Goods,466.59
530,392,2022-09-24,Home Goods,150.1
531,930,2023-03-23,Books,219.31
532,688,2023-03-17,Electronics,59.95
533,628,2023-10-14,Apparel,251.85
534,440,2022-01-02,Books,351.31
535,204,2023-06-04,Home Goods,142.86
536,486,2023-10-13,Electronics,155.39
537,833,2023-09-28,Home Goods,422.57
538,31,2022-11-05,Home Goods,15.08
539,388,2023-06-06,Electronics,321.87
540,625,2023-04-14,Books,203.0
541,877,2022-07-31,Electronics,156.21
542,434,2022-04-22,Books,332.22
543,837,2022-01-08,Home Goods,418.99
544,926,2023-04-22,Electronics,283.61
545,376,2023-04-05,Apparel,25.24
546,344,2022-09-10,Books,236.09
547,443,2023-06-10,Apparel,236.75
548,579,2023-03-14,Books,276.46
549,75,2023-10-23,Electronics,338.77
550,557,2022-08-24,Apparel,19.47
551,772,2022-11-02,Electronics,255.99
552,666,2023-04-23,Books,298.27
553,155,2023-11-10,Books,178.24
554,430,2022-01-20,Books,337.5
555,363,2022-08-04,Books,121.81
556,448,2022-05-15,Home Goods,165.51
557,987,2022-05-09,Books,481.75
558,234,2023-02-14,Apparel,180.55
559,563,2023-02-26,Books,179.79
560,818,2022-10-21,Electronics,301.88
561,262,2022-09-03,Home Goods,485.78
562,827,2023-12-02,Apparel,491.71
563,125,2023-07-10,Home Goods,294.03
564,911,2022-03-27,Home Goods,10.53
565,245,2023-07-10,Home Goods,451.32
566,542,2023-01-10,Electronics,289.42
567,938,2023-03-22,Home Goods,189.34
568,485,2023-01-13,Home Goods,416.31
569,122,2023-01-25,Books,205.92
570,125,2023-10-19,Electronics,26.68
571,549,2022-02-20,Apparel,412.33
572,170,2022-08-30,Apparel,277.47
573,124,2022-10-21,Apparel,175.69
574,869,2023-07-17,Electronics,132.94
575,35,2022-09-23,Apparel,300.96
576,87,2022-04-30,Electronics,111.94
577,646,2023-12-13,Books,168.69
578,708,2022-09-05,Books,321.9
579,786,2022-03-11,Electronics,441.96
580,201,2022-02-26,Apparel,271.12
581,369,2023-01-17,Electronics,381.96
582,797,2022-02-08,Electronics,383.9
583,77,2023-03-19,Home Goods,335.53
584,59,2022-01-18,Electronics,130.46
585,431,2022-12-18,Home Goods,434.73
586,638,2022-10-25,Books,223.78
587,500,2022-10-10,Home Goods,31.66
588,913,2023-08-09,Electronics,129.86
589,109,2022-04-20,Books,385.12
590,736,2022-06-29,Home Goods,43.88
591,278,2023-06-28,Electronics,82.21
592,68,2022-01-25,Books,350.17
593,69,2022-02-26,Home Goods,447.37
594,165,2022-06-29,Electronics,320.53
595,489,2022-08-20,Electronics,118.92
596,305,2022-12-09,Apparel,36.17
597,909,2023-04-22,Apparel,311.41
598,674,2023-07-30,Home Goods,33.23
599,365,2023-03-31,Home Goods,310.23
600,854,2022-08-20,Home Goods,120.53
601,821,2022-10-16,Electronics,453.28
602,379,2022-08-01,Home Goods,242.8
603,343,2022-09-15,Electronics,119.73
604,947,2023-06-14,Home Goods,428.04
605,899,2023-11-18,Electronics,134.48
606,554,2022-08-17,Electronics,160.23
607,354,2022-08-14,Apparel,418.8
608,416,2023-08-19,Books,161.31
609,109,2023-03-11,Electronics,210.98
610,563,2023-02-06,Home Goods,180.36
611,762,2023-09-14,Apparel,67.04
612,497,2022-03-29,Home Goods,29.06
613,341,2023-08-07,Home Goods,365.02
614,942,2023-06-26,Electronics,326.12
615,383,2023-11-15,Electronics,148.36
616,533,2022-11-05,Books,154.84
617,300,2022-12-09,Electronics,473.05
618,139,2023-03-12,Electronics,493.96
619,359,2022-06-26,Books,241.98
620,836,2022-05-19,Home Goods,403.2
621,499,2022-07-13,Books,370.98
622,385,2022-07-05,Books,155.69
623,604,2022-08-06,Books,38.7
624,959,2022-06-13,Apparel,79.85
625,280,2022-06-10,Home Goods,420.76
626,637,2023-06-09,Apparel,368.29
627,483,2023-08-24,Apparel,335.52
628,909,2022-02-11,Electronics,74.02
629,111,2022-07-29,Books,323.57
630,866,2022-10-02,Books,388.35
631,139,2022-10-06,Apparel,431.69
632,996,2022-09-08,Electronics,16.48
633,435,2022-11-06,Electronics,345.39
634,509,2023-12-21,Electronics,19.36
635,273,2022-05-20,Home Goods,356.37
636,99,2023-06-30,Apparel,321.45
637,764,2023-06-14,Home Goods,82.69
638,850,2022-02-26,Electronics,385.4
639,104,2022-04-22,Electronics,43.49
640,214,2022-01-05,Electronics,414.94
641,761,2023-02-14,Books,138.35
642,664,2023-02-18,Apparel,347.54
643,762,2022-07-01,Books,462.61
644,787,2022-01-13,Home Goods,176.52
645,165,2022-12-05,Books,256.42
646,999,2022-09-16,Apparel,236.93
647,853,2022-03-31,Books,87.23
648,520,2023-09-08,Electronics,299.25
649,284,2023-11-29,Home Goods,374.07
650,517,2022-09-07,Home Goods,459.27
651,657,2022-09-12,Electronics,426.89
652,613,2023-08-11,Electronics,259.91
653,164,2022-04-18,Electronics,362.32
654,886,2023-10-30,Apparel,402.38
655,659,2023-08-17,Books,251.81
656,64,2023-08-12,Home Goods,66.56
657,91,2023-04-30,Books,224.59
658,117,2022-09-15,Electronics,422.81
659,866,2023-10-01,Electronics,302.35
660,267,2022-10-09,Books,364.98
661,822,2022-03-29,Home Goods,100.78
662,685,2022-07-23,Apparel,482.53
663,559,2022-01-16,Books,208.0
664,140,2022-05-31,Electronics,330.28
665,246,2022-09-11,Electronics,19.25
666,661,2022-07-07,Apparel,72.39
667,758,2022-11-25,Books,393.2
668,395,2023-06-28,Apparel,484.31
669,487,2023-02-01,Apparel,166.83
670,476,2023-06-01,Home Goods,28.22
671,517,2023-04-04,Home Goods,186.82
672,977,2022-11-26,Electronics,18.56
673,184,2022-06-18,Books,104.26
674,20,2023-11-24,Home Goods,378.71
675,937,2023-01-01,Electronics,469.17
676,558,2022-06-27,Books,52.85
677,524,2023-10-17,Electronics,283.37
678,582,2022-12-28,Home Goods,134.4
679,529,2023-10-01,Electronics,78.14
680,883,2022-02-09,Books,117.3
681,147,2023-02-20,Books,293.1
682,666,2022-12-21,Electronics,41.92
683,304,2022-09-12,Books,222.77
684,620,2022-05-23,Electronics,76.26
685,748,2023-12-11,Books,143.61
686,820,2023-07-31,Electronics,103.47
687,864,2022-01-11,Electronics,442.66
688,582,2023-09-12,Electronics,356.93
689,695,2022-01-26,Apparel,435.55
690,762,2023-02-25,Books,197.9
691,228,2023-10-25,Home Goods,163.57
692,102,2022-08-09,Electronics,196.49
693,587,2023-05-11,Apparel,19.09
694,417,2022-08-25,Home Goods,365.11
695,958,2022-08-25,Electronics,181.39
696,216,2022-08-07,Home Goods,163.53
697,407,2023-05-02,Apparel,303.09
698,399,2023-04-06,Home Goods,223.76
699,923,2023-10-25,Electronics,490.61
700,715,2023-09-27,Home Goods,184.56
701,704,2022-05-24,Home Goods,310.81
702,761,2022-07-08,Electronics,162.71
703,499,2022-09-12,Apparel,495.39
704,754,2022-03-09,Apparel,228.1
705,465,2023-09-08,Home Goods,320.72
